id	title	abstract	year	journal	citations 
323	Data-Based Predictive Hybrid Driven Control for a Class of Imperfect Networked Systems	A data-based predictive hybrid driven control (DPHDC) approach is presented for a class of networked systems compromising both computation and communication delays, packet dropouts, and disturbances. First, network problems are classified in a generic way, which is used to design a network problem detector capable of detecting online current delays and packet dropouts. Second, a single-variable first-order proportional-integral based adaptive grey model [PIAGM(1,1)] is designed to predict future network problems, and to predict system disturbances. Third, a hybrid driven scheme integrated optimal small buffer (OSB) is constructed to allow the system to operate without any interrupts due to large delays or packet dropouts. Furthermore, the OSB size is online optimized using an adaptive grey fuzzy cognitive map technique. Forth, a prediction-based model-free adaptive controller is developed to compensate for network problems. The DPHDC stability is theoretically proved, while its effectiveness is demonstrated through a case study. © 2017 IEEE.	2018	IEEE Transactions on Industrial Informatics	7
324	Investigation of Carrier Demand Response Uncertainty on Energy Flow of Renewable-Based Integrated Electricity-Gas-Heat Systems	Since there are heavy interdependencies among the electrical, heat, and gas systems to supply various load types worldwide, operation of multi-energy carrier (MEC) systems faces critical challenges. Moreover, any uncertainty rising in one carrier would directly influence the energy flow and the secure operation of the whole MEC system. This issue intensifies when an MEC system is integrated with industrial energy carrier demand response (ECDR) consumers and renewable energy sources (RESs). Large industrial ECDR consumers can increase the system uncertainty by randomly participating in the demand response programs and utilizing various carriers. Accordingly, this paper presents a powerful probabilistic tool named 2m + 1 point estimate strategy for energy flow analysis of an integrated MEC system considering ECDR, RES, and various load types uncertainties to control the risks associated with the uncertainties. In addition, a new decomposition technique is presented to accelerate the energy flow solving of the integrated MEC systems. This technique has been promoted by adding a novel noniterative method named holomorphic embedding and the less-computational graph methods for solving the energy flow of the MEC. The proposed probabilistic energy flow is tested on an integrated MEC system employing various incentives for industrial ECDR consumers. © 2017 IEEE.	2018	IEEE Transactions on Industrial Informatics	63
325	Dynamic Compressive Wide-Band Spectrum Sensing Based on Channel Energy Reconstruction in Cognitive Internet of Things	For wireless networks in the Internet of Things (IoT), cognitive radio (CR) is a promising way to obtain the available spectrum for objects. Wide-band spectrum sensing plays an important role in building such CR networks of IoT. In this paper, we propose a novel dynamic compressive wide-band spectrum sensing method based on channel energy reconstruction. After a bank of wide-band random filters is employed to measure the channel energy, rather than to recover all the channel energy in the whole spectrum, only the channel energy with a changing occupancy status in consecutive time slots is recovered. Furthermore, it is unnecessary to use reconstruction algorithm unless there are two or more channels changing their occupancy status. Compared to the existing methods, our proposed schemes bear significant improvements in the probability of detection and reduction of probability of false alarms. Simulation results also show its fast speed and robustness to noise. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	71
326	Time-Delay Analysis of Wide-Area Voltage Control Considering Smart Grid Contingences in a Real-Time Environment	This paper addresses the time-delay effects of the wide-area monitoring and control systems (WAMCS) in smart power grids which may critically impact system stability. The main purpose is to conduct a detailed delay analysis of the WAMCS in case of grid contingences. This analysis is performed via an advanced WAMCS testbed where a flexible ac transmission system (FACTS) device is utilized and controlled via a wide-area controller (WAC). Phasor measurements units (PMUs) are adopted to collect the real-time measurements for the WAC. The testbed results from an interface of four main segments known as the WAC; the actual FACTS device, the local area controller, and the power grid system along with the PMUs are simulated via a real-time digital simulator. To mimic the real case scenario, both hardware-in-the-loop and software-in-the-loop schemes are adopted in the experimental testbed, considering time-delay effects. The results obtained clarify the effect of delay in WAMCS in case of smart grid contingences. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	38
327	5G Enabled Codesign of Energy-Efficient Transmission and Estimation for Industrial IoT Systems	In industrial automation, the state of process control could be monitored by spatially distributed sensors and 5G machine-type communication (MTC) enabled industrial Internet of things (IIoT). Thus, ultra-reliable MTC and high-accurate state estimation play important roles for ensuing system stabilization. However, it is challenging due to complex industrial wireless environments and limited communication resources. To address this issue, this paper first presents a transmission-estimation codesign framework to lay down the foundation for guaranteeing the prescribed estimation accuracy with limited communication resources. Under this framework, a hierarchical transmission-estimation approach is proposed to improve the transmission reliability and estimation accuracy according to system dynamics. The proposed approach is then optimized by formulating a constrained minimization problem, which is mixed integer nonlinear programming and solved efficiently with a block-coordinate-descent-based decomposition method. Finally, simulation results demonstrate that the proposed approach has superiorities in improving both the estimation accuracy and the energy efficiency. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	68
328	Efficient Conversion of Deep Features to Compact Binary Codes Using Fourier Decomposition for Multimedia Big Data	Exponential growth of multimedia data has been witnessed in recent years from various industries, such as e-commerce, health, transportation, and social networks, etc. Access to desired data in such gigantic datasets require sophisticated and efficient retrieval methods. In the last few years, neuronal activations generated by a pretrained convolutional neural network (CNN) have served as generic descriptors for various tasks including image classification, object detection and segmentation, and image retrieval. They perform incredibly well compared to hand-crafted features. However, these features are usually high dimensional, requiring a lot of memory and computations for indexing and retrieval. For very large datasets, utilization of these high dimensional features in raw form becomes infeasible. In this paper, a highly efficient method is proposed to transform high dimensional deep features into compact binary codes using bidirectional Fourier decomposition. This compact bit code saves memory and eases computations during retrieval. Further, these codes can also serve as hash codes, allowing very efficient access to images in large datasets using approximate nearest neighbor (ANN) search techniques. Our method does not require any training and achieves considerable retrieval accuracy with short length codes. It has been tested on features extracted from fully connected layers of a pretrained CNN. Experiments conducted with several large datasets reveal the effectiveness of our approach for a wide variety of datasets. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	22
329	Co-optimal placement of PMUs and their communication infrastructure for minimization of propagation delay in the WAMS	The phasor measurement unit (PMU) has evolved as an indispensable tool for real-time monitoring and control of the power system, thereby leading to its large-scale deployment in a wide-area measurement system (WAMS). Communication system plays a significant role for transferring measured real-time PMU data to the phasor data concentrator (PDC) for monitoring and control purposes. The propagation delay depends on the spatial position of the PMUs with respect to the PDC and the communication network. This paper deals with the problem of co-optimal placement of PMUs and their communication infrastructure for minimization of propagation delay in a WAMS. The novelty of the work is to explore the feasibility of microwave communication technology as an alternative to the existing fiber-based communication infrastructure in the WAMS. The proposed approach takes the link reliability and the geographical topological variations into consideration for the placement of the microwave links so as to minimize the propagation delay. The merit of the microwave communication technology in the framework of the WAMS is evaluated in terms of its cost and reliability. Simulation results and the propagation delay evaluations for the Eastern power grid of India validate the efficacy of the proposed approach in practical field applications. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	35
330	An Efficient Indexing Model for the Fog Layer of Industrial Internet of Things	Given the recent proliferation in the number of smart devices connected to the Internet, the era of Internet of Things (IoT) is challenged with massive amounts of data generation. Fog Computing is gaining popularity and is being increasingly deployed in various latency-sensitive application domains including industrial IoT. However, efficient discovery of services is one of the prevailing issues in the fog nodes of industrial IoT, which restrain their efficiencies in availing appropriate services to the clients. To address this issue, this paper proposes a novel efficient multilevel index model based on equivalence relation, named the distributed multilevel (DM)-index model, for service maintenance and retrieval in the fog layer of industrial IoT to eliminate redundancy, narrow the search space, reduce both the number of traversed services and retrieval time, ultimately to improve the service discovery efficiency. The efficiency of the proposed index model has been verified theoretically and evaluated experimentally, which demonstrates that the proposed model is effective in achieving much better service discovery and retrieval performance than the sequential and inverted index models. © 2018 IEEE.	2018	IEEE Transactions on Industrial Informatics	36
331	A Lightweight Autoscaling Mechanism for Fog Computing in Industrial Applications	Fog computing provides a more flexible service environment than cloud computing. The lightweight fog environment is suitable for industrial applications. In order to strengthen service scalability, container virtualization has been proposed and studied in recent years. It is vital to explore the tradeoff between service scalability and operating expenses. This paper integrates the hypervisor technique with container virtualization, and constructs an integrated virtualization (IV) fog platform for deploying industrial applications based on the virtual network function. This paper presents a fuzzy-based real-time autoscaling (FRAS) mechanism and implements it in the IV fog platform. The FRAS mechanism provides a dynamic, rapid, lightweight, and low-cost solution to the service autoscaling problem. Experimental results showed that the proposed FRAS mechanism yields a better service scale with lower average delay, error rate, and operating expenses compared to other autoscaling schemes. © 2018 IEEE.	2018	IEEE Transactions on Industrial Informatics	45
332	Energy-Efficient Resource Allocation for Industrial Cyber-Physical IoT Systems in 5G Era	Cyber-physical Internet of things system (CPIoTS), as an evolution of Internet of things (IoT), plays a significant role in industrial area to support the interoperability and interaction of various machines (e.g., sensors, actuators, and controllers) by providing seamless connectivity with low bandwidth requirement. The fifth generation (5G) is a key enabling technology to revolutionize the future of industrial CPIoTS. In this paper, a communication framework based on 5G is presented to support the deployment of CPIoTS with a central controller. Based on this framework, multiple sensors and actuators can establish communication links with the central controller in full-duplex mode. To accommodate the signal data in the available channel band, the resource allocation problem is formulated as a mixed integer nonconvex programming problem, aiming to maximize the sum energy efficiency of CPIoTS. By introducing the transformation, we decompose the resource allocation problem into power allocation and channel allocation. Moreover, we consider an energy-efficient power allocation algorithm based on game theory and Dinkelbach's algorithm. Finally, to reduce the computational complexity, the channel allocation is modeled as a three-dimensional matching problem, and solved by iterative Hungarian method with virtual devices (IHM-VD). A comparison is performed with well-known existing algorithms to demonstrate the performance of the proposed one. The simulation results validate the efficiency of our proposed model, which significantly outperforms other benchmark algorithms in terms of meeting the energy efficiency and the QoS requirements. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	97
333	Performance Evaluation and Modeling of an Industrial Application-Layer Firewall	The availability of performance studies and simple models for firewalls able to deal with industrial application-layer communication protocols, such as Modbus/TCP, is crucial when the impact of these devices has to be estimated, even roughly, before their actual deployment in industrial networks. Unfortunately, most manufacturers do not provide this kind of information for commercial off-the-shelf available products. Thus, a viable solution is the development and experimental validation of simple models that can be used by designers to predict those firewall characteristics not explicitly related to their security capabilities. As an example, latency introduced on message forwarding is an aspect of significant interest in many industrial control systems, where delays and jitters in data delivery can severely impact on the effectiveness of the control actions. This paper reports on our experience in developing a performance model for a commercial device able to perform advanced application-layer filtering, in particular of Modbus/TCP traffic. A set of ad hoc designed experiments, performed by means of a purposely developed laboratory testbed, enabled both model development and validation, confirming a good correspondence of the estimated performance with the device actual behavior. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	29
334	Achieving Hybrid Wired/Wireless Industrial Networks with WDetServ: Reliability-Based Scheduling for Delay Guarantees	Industrial control systems are foreseen to operate over hybrid wired/wireless networks. While the controller will be deployed in the wired network, sensors and actuators will be deployed in a wireless sensor network (WSN). To support QoS for control systems, an end-to-end delay bound and a target reliability must be provided in both wireless and wired domains. However, for industrial WSNs, guaranteeing reliability is a challenging task because of low-power communications and the harsh wireless environment. In this work, we present the first QoS framework for arbitrary hybrid wired/wireless networks, which guarantees that the delay bound and the target reliability of each application are provided. As part of this framework, we propose the first reliability-based scheduler for WSN able to achieve a target reliability in the presence of dynamic interference. Simulations of the proposed scheduler prove its suitability in different interference scenarios and motivate further work. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	25
335	PPFA: Privacy preserving fog-enabled aggregation in smart grid	For constrained end devices in Internet of Things, such as smart meters (SMs), data transmission is an energy-consuming operation. To address this problem, we propose an efficient and privacy-preserving aggregation system with the aid of Fog computing architecture, named PPFA, which enables the intermediate Fog nodes to periodically collect data from nearby SMs and accurately derive aggregate statistics as the fine-grained Fog level aggregation. The Cloud/utility supplier computes overall aggregate statistics by aggregating Fog level aggregation. To minimize the privacy leakage and mitigate the utility loss, we use more efficient and concentrated Gaussian mechanism to distribute noise generation among parties, thus offering provable differential privacy guarantees of the aggregate statistic on both Fog level and Cloud level. In addition, to ensure aggregator obliviousness and system robustness, we put forward a two-layer encryption scheme: the first layer applies OTP to encrypt individual noisy measurement to achieve aggregator obliviousness, while the second layer uses public-key cryptography for authentication purpose. Our scheme is simple, efficient, and practical, it requires only one round of data exchange among a SM, its connected Fog node and the Cloud if there are no node failures, otherwise, one extra round is needed between a meter, its connected Fog node, and the trusted third party. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	143
336	A Heuristic-Based Smart HVAC Energy Management Scheme for University Buildings	Energy management in commercial buildings is a challenging task due to their specific set of requirements. One such building that has not been fully investigated in the literature to provide energy efficiency is a university building. There are many challenges associated while managing the energy of a university building, such as-scheduling of classes, availability of faculty, and capacity of classrooms. To address these challenges for providing better energy efficiency, an efficient heating, ventilation, and air-conditioning (HVAC) management scheme for a university building is presented in this paper. The HVAC loads are chosen as these are more flexible in the classrooms than other loads, such as-lighting and projectors. In this paper, the HVAC energy management problem is formulated as a mixed-integer linear programming (MILP) problem. To solve this problem, a heuristic-based algorithm is proposed, which optimally minimizes the use of HVAC without affecting user comfort. Moreover, it also minimizes the cost of rescheduling the classes on a given day. The results obtained on the dataset traces taken from a university building clearly indicate that the proposed scheme reduces the energy demand of HVAC systems by 19.75% for an entire week without affecting the user comfort. Moreover, this scheme shows superior performance when compared with existing commercial demand response management schemes with respect to load reduction and cost savings. © 2017 IEEE.	2018	IEEE Transactions on Industrial Informatics	33
337	Restoring Aspect Ratio Distortion of Natural Images with Convolutional Neural Network	We propose a method to restore aspect ratio distortion of images using convolutional neural network (CNN). The 'aspect ratio,' which is focused on this research, means degree of horizontal stretching of images. Indeed an image can be distorted by vertical or horizontal stretching, which does not maintain the aspect ratio. In the proposed method, we construct an aspect ratio estimator whose input is a (possibly distorted) image and output is a scalar value of aspect ratio. Since estimation of aspect ratio from image can be regarded as regression problem, we modeled the estimator by CNN. Once we have a reliable estimate of aspect ratio of an image, the restoration can be done straightforwardly by inverse stretching. In the experiments, we evaluated performance of the model trained on Pascal VOC natural image dataset. Our method can precisely restore the distortion within $1.4\%$ of stretch from original images on average, which outperforms average human performance (i.e., about $13\%$). In terms of accuracy, $99.86\%$ of distorted images are successfully restored. We also propose training methods to enhance the robustness of the CNN against particular types of disturbance. © 2005-2012 IEEE.	2019	IEEE Transactions on Industrial Informatics	7
338	Performance Analysis of CSMA/CA and PCA for Time Critical Industrial IoT Applications	Recently proposed IEEE 802.15.4-2015 MAC introduced a new prioritized contention access (PCA) for transfer of time-critical packets with lower channel access latency compared to carrier sense multiple access - collision avoidance (CSMA/CA). In this paper, we first propose a novel Markov-chain-based analytical model for unslotted CSMA/CA and PCA for industrial applications. The unslotted model is further extended to derive the analytical model for slotted CSMA/CA and PCA. Primary emphasis is laid on understanding the performance of PCA compared to CSMA/CA for different traffic classes in industrial applications. The performance analysis shows that the slotted PCA achieves a reduction of 63.3% and 97% in delay and power consumption respectively compared to slotted CSMA/CA, whereas unslotted PCA achieves a delay reduction of 53.3% and reduction of power consumption by 96% compared to unslotted CSMA/CA without any significant loss of reliability. The proposed analytical models for both slotted and unslotted IEEE 802.15.4-2015 MAC offer satisfactory performance with less than 5% error when validated using Monte Carlo simulations. Also, the performance is verified using real-time testbed. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	18
339	Space-Reserved Cooperative Caching in 5G Heterogeneous Networks for Industrial IoT	The large amount of data among billions of devices deployed for Industrial Internet of Things (IIoT) cause a massive energy consumption. Driven by the pursuit of green communication, this paper presents a space-reserved cooperative caching scheme for IIoT in the fifth generation mobile heterogeneous networks, where the cache space in a base station is divided into two parts, one is used to store the prefetched data from the servers ahead of the device request time and the other is reserved to store the temporarily buffering data in the wireless transmission queue at the device request time. With the constraint that the quality of service is guaranteed, we propose an algorithm to obtain the optimal proportion between the two parts of the cache space for the purpose of reducing the average energy consumption. Simulation results verified that the proposed caching scheme is more efficient than the conventional one with respect to the average energy consumption. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	58
340	A Cross Iteration Estimator with Base Vector for Estimation of Electric Mining Haul Truck's Mass and Road Grade	Vehicle mass and road grade are important to traction control and safety control of electric mining haul trucks (EMHTs), especially to autonomous EMHTs. This paper proposes a base-vector based cross iteration estimator (BVCIE) to simultaneously estimate the vehicle mass and the road grade for EMHTs. To develop the estimator, the dynamics model for EMHTs is first built and the unknown parameters are identified by the recursive least square. Then the estimator is proposed by selecting a base vector from the parameters to be estimated, and by using a cross iteration strategy to update older information. This estimator is based on the ideology that the total mass of EMHT is a constant in every travelling trip. The estimator is finally validated on different loads under different road conditions with 930E. The experimental results show that both the vehicle mass and the road grade can be estimated with good accuracy. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	15
341	Optimal Demand Response Scheduling for Water Distribution Systems	As energy intensive infrastructures, water distribution systems (WDSs) are promising candidates for providing demand response (DR) and frequency regulation services in power systems operation. However, models that tap the full flexibility of WDSs to provide the services while respecting the operational constraints of water networks are remained scarce. This paper proposes a comprehensive framework for optimizing the participation of water distribution system operators (W-DSOs) in DR and frequency regulation markets, which captures the joint flexibility of variable frequency pumps and water tanks and takes into account the underlying hydraulic operating constraints of WDSs. The proposed framework consists of two optimization models, where the first-step model optimizes the operation of water pumps and tanks for minimizing the W-DSO's water procurement cost, and the second-step model optimizes the DR and frequency regulation up and down offers by modifying the operation of water pumps and tanks, such that the W-DSO's profit of providing the services is maximized. The proposed model ensures the availability of services by taking into account the interdependence and compatibility of the DR load reduction and load recovery and the frequency regulation up and down services. In addition, the proposed models incorporate a detailed formulation of water distribution networks and the associated hydraulic constraints, ensuring deliverability of the services to power systems. The nonlinear terms appearing in the WDS constraints are linearized to convert the proposed models to instances of mixed-integer linear programming problems. The proposed model is implemented on a 15-node WDS, using the energy and ancillary service prices of the California ISO. The results reflect significant profit opportunities for the W-DSO by providing DR and frequency regulation services in the markets. © 2017 IEEE.	2018	IEEE Transactions on Industrial Informatics	45
342	Thermal pattern contrast diagnostic of microcracks with induction thermography for aircraft braking components	Reciprocating impact load leads to plastic deformation on the surface of the kinematic chains in an aircraft brake system. As a result, this causes fatigue and various complex natural damages. Due to the complex surface conditions and the coexistence damages, it is extremely difficult to diagnose microcracks by using conventional thermography inspection methods. In this paper, the thermal pattern contrast method is proposed for weak thermal signal detection using eddy current pulsed thermography. In this process, the extraction and subsequent separation differentiate a maximum of the thermal spatial-transient pattern between defect and nondefect areas. Specifically, a successive optical flow is established to conduct a projection of the thermal diffusion. This directly gains the benefits of capturing the thermal propagation characteristics. It enables us to build the motion context connected between the local and the global thermal spatial pattern. Principal component analysis is constructed to further mine the spatial-transient patterns to enhance the detectability and sensitivity in microcrack detection. Finally, experimental studies have been conducted on an artificial crack in a steel sample and on natural fatigue cracks in aircraft brake components in order to validate the proposed method. © 2018 IEEE.	2018	IEEE Transactions on Industrial Informatics	42
343	Energy-Efficient Industrial Internet of UAVs for Power Line Inspection in Smart Grid	Industrial Internet of unmanned aerial vehicles (IIoUAVs) that enable autonomous inspection and measurement of anything anytime anywhere have become an essential component of the future industrial Internet of things (IIoT) ecosystem. In this paper, we investigate how to apply IIoUAVs for power line inspection in smart grid from an energy-efficiency perspective. First, the energy consumption minimization problem is formulated as a joint optimization problem, which involves both the large-timescale optimization, such as trajectory scheduling, velocity control, and frequency regulation, and the small-timescale optimization, such as relay selection and power allocation. Then, the original NP-hard problem is transformed into a two-stage suboptimal problem by exploring the timescale difference and the energy magnitude difference between the large-timescale and the small-timescale optimizations, and is solved by combining dynamic programming (DP), auction theory, and matching theory. Finally, the proposed algorithm is verified based on real-world map and realistic power grid topology. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	94
344	Joint Subcarrier and Power Allocation in the Energy-Harvesting-Aided D2D Communication	Device-to-device (D2D)-enabled Internet-of-things promises higher spectral efficiency and system capacity by sharing the cellular spectrum and offloading the cellular traffic. However, it poses new challenges in terms of resource allocation because of interference from D2D to base station and vice versa in the downlink. Moreover, energy efficient operation of the network becomes a major challenge because of unattended operation of devices. In this study, we investigate resource allocation for the energy-harvesting-aided D2D communication underlaying cellular network. We formulate a joint subcarrier assignment and power allocation problem for multiple cellular and energy harvesting direct D2D links to maximize the overall sum rate subject to quality of service, subcarrier reuse, power, and energy harvesting constraints. The problem is formulated as a mixed integer nonlinear programming and is difficult to be solved in polynomial time. Therefore, a low complexity algorithm named energy harvesting and gain-based resource allocation (EHGRA) is proposed, which determines reuse partners considering interference among D2D and cellular links, and then, allocates power optimally to them such that the sum rate is maximized. Our performance evaluation demonstrates that energy harvesting can boost up the system performance and at the same time can achieve higher sum rate over short frame duration. Comparison shows that EHGRA performs better than the existing algorithms in terms of overall sum rate. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	62
345	File-Centric Multi-Key Aggregate Keyword Searchable Encryption for Industrial Internet of Things	Cloud storage has been used to reduce the cost and support convenient collaborations for industrial Internet of things (IIoT) data management. When data owners share IIoT data with authorized parties for data interaction, secure cloud data searching and file access control are fundamental security requirements. In this paper, first we discuss a new insider attack to the Cui's multi-key aggregate searchable encryption scheme, where the unauthorized inside users can guess the other users private keys. Then, we propose a novel file-centric multi-key aggregate keyword searchable encryption (Fc-MKA-KSE) system for the IIoT data in the file-centric framework. Specifically, we present two formal security models, namely, the security models of the indistinguishable selective-file chosen keyword attack and the indistinguishable selective-file keyword guessing attack, which can satisfy the security requirements. Our experimental results show that the proposed scheme achieves computational efficiency. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	55
346	MAC Protocols for Wake-Up Radio: Principles, Modeling and Performance Analysis	In wake-up radio (WuR) enabled wireless sensor networks (WSNs), a node triggers a data communication at any time instant by sending a wake-up call (WuC) in an on-demand manner. Such wake-up operations eliminate idle listening and overhearing burden for energy consumption in duty-cycled WSNs. Although WuR exhibits its superiority for light traffic, it is inefficient to handle high traffic load in a network. This paper makes an effort towards improving the performance of WuR under diverse load conditions with a twofold contribution. We first propose three protocols that support variable traffic loads by enabling respectively clear channel assessment (CCA), backoff plus CCA, and adaptive WuC transmissions. These protocols provide various options for achieving reliable data transmission, low latency, and energy efficiency for ultralow power consumption applications. Then, we develop an analytical framework based on an M/G/1/2 queue to evaluate the performance of these WuR protocols. Discrete-event simulations validate the accuracy of the analytical models. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	42
347	Experimentable Digital Twins-Streamlining Simulation-Based Systems Engineering for Industry 4.0	Digital twins represent real objects or subjects with their data, functions, and communication capabilities in the digital world. As nodes within the internet of things, they enable networking and thus the automation of complex value-added chains. The application of simulation techniques brings digital twins to life and makes them experimentable; digital twins become experimentable digital twins (EDTs). Initially, these EDTs communicate with each other purely in the virtual world. The resulting networks of interacting EDTs model different application scenarios and are simulated in virtual testbeds, providing new foundations for comprehensive simulation-based systems engineering. Its focus is on EDTs, which become more detailed with every single application. Thus, complete digital representations of the respective real assets and their behaviors are created successively. The networking of EDTs with real assets leads to hybrid application scenarios in which EDTs are used in combination with real hardware, thus realizing complex control algorithms, innovative user interfaces, or mental models for intelligent systems. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	213
348	Ontology-Assisted Engineering of Cyber-Physical Production Systems in the Field of Process Technology	Future cyber-physical production systems (CPPS) constitute a complex and dynamic network of services and plant components such as actuators and sensors. Consequently, the manual technical specification and design of these systems are a complex and time-consuming task involving extensive expert knowledge. In scope of CPPS, current approaches to reduce the engineering effort focus on manufacturing technology. There are initial approaches in the domain of process engineering available. However, these neither consider the knowledge-supported definition of recipe-based operations nor the assignment of dynamic service networks to process modules. The objective of this contribution is the design of a concept and a systematic approach to automate the engineering of batch process plants respecting dynamic service networks and process modules using a knowledge-based assistance system. For this purpose, a declarative recipe description is combined with an ontological model. This enables an automatic inference of technical requirements. Based on this information, a multistage orchestration algorithm selects and combines process modules and networked services to find appropriate engineering solutions. Finally, a comprehensive case-study demonstrates that the proposed approach is able to automate the target-oriented selection and combination of process modules and service networks. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	31
349	Design of Distributed Cyber-Physical Systems for Connected and Automated Vehicles with Implementing Methodologies	With the development of communication and control technology, intelligent transportation systems (ITS) have received increasing attention from both industry and academia. However, plenty of studies providing different formulations for ITS depend on Master Control Center and require a high level of hardware configuration. The systematized technologies for distributed architectures are still not explored in detail. In this paper, we proposed a novel distributed cyber-physical system for connected and automated vehicles, and related methodologies are illustrated. Every vehicle in this system is modeled as a double-integrator and supposed to travel along a desired trajectory for maintaining a rigid formation geometry. The desired trajectory is generated by reference leading vehicles using information from multiple sources, while ordinary following vehicles use velocity and position information from their nearest neighbors and sensor information from on-board sensors to correct their own performance. Information graphs are used to illustrate the interaction topology between connected and automated vehicles. Edge computing technology is used to analyze and process information, such that the risk of privacy leaks can be greatly reduced. The performance scaling laws for the network with a one-dimensional information graph are generalized to networks with D -dimensional information graphs, and the results of the experiments show that the performance of the connected and automated vehicles matches very well with analytic predictions. Some design guidelines and open questions are provided for the future study. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	52
350	Hybrid Energy Storage System of an Electric Scooter Based on Wireless Power Transfer	The aim of this paper is to present the design and implementation of a hybrid energy storage system (HESS) with wireless power transfer (WPT). This study combines a battery bank and a supercapacitor bank to achieve high performance energy sources for electric scooters. The proposed system can be employed on commercial 48-V electric scooters for evaluation. The presented approach follows the WPT frequency standard of SAE J2954 to build the energy transmission. Based on the control of the state of charge on the battery bank, this paper proposes a three-mode strategy for hybrid energy management. The proposed HESS makes three compact and integrated contributions. First, it acts as the regulator to manage the input energy from WPT. Second, it manipulates the energy distributions to the battery and supercapacitor. Third, it provides a mechanism to initiate a short period of 'negative current' to avoid excessive exploitation of the battery and facilitates palliation upon polarization. This function has the ability to extend battery life. The system performance of the electric scooter, as a result, can be improved. A double-sided LCC coil with a 15-cm air gap for wireless charging was built on a 0.8-kW electric scooter. In the wireless stage, the efficiency from the dc source to the dc output after the rectifier is 90.362%. The overall system efficiency from the dc source to the battery and supercapacitor is 86.4%. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	37
351	Deep Endoscope: Intelligent Duct Inspection for the Avionic Industry	We present the first autonomous endoscope for the visual inspection of very small ducts and cavities, up to a 6-mm diameter. The system has been designed, implemented, and tested in a challenging industrial scenario and in strict collaboration with an avionic industry partner. The inspected objects are metallic gearboxes eventually presenting different residuals (e.g., sand, machining swarfs, and metallic dust) inside the oil ducts. The automatic system is actuated by a robotic arm that moves the endoscope with a microcamera inside the gearbox duct, while a deep-learning-based spatio-temporal image analysis module detects, classifies, and localizes defects in real time. Feedback is given to the robotic arm in order to move or extract the endoscope given the detected anomalies. Evaluation provides a detection rate of nearly 98 % given different tests with different types of residuals and duct structures. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	16
352	Data center control strategy for participation in demand response programs	This paper presents a framework for the optimal operation of data centers, leveraging their heating, ventilation, and air conditioning unit, delay-Tolerant information technology workload and battery storage system for participating in demand response programs. In this context, an model predictive control based control framework has been developed that guarantees the reliable operation of the data centers core activities. We derive a modeling approach to represent the dynamics of the data centers subsystems and validate it for a data center test bed via practical experiments. Hereby, the thermal subsystem leads to deviations of less than 0.60 K in the modeled outlet temperature. The validated model is used for incremental prototyping of the proposed control via simulations under uncertainties. The results demonstrate a mean absolute error of the relative deviations between the data center consumption and the target load profile of 2.71% for an incentive-based scenario and a cost reduction of 3.86% for a price-based scenario. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	38
353	Bilateral LSTM: A two-dimensional long short-term memory model with multiply memory units for short-term cycle time forecasting in re-entrant manufacturing systems	Forecasting short-term cycle time (CT) of wafer lots is crucial for production planning and control in the wafer manufacturing. A novel recurrent neural network called 'bilateral long short-term memory (bilateral LSTM)' is proposed to model a short-term cycle time forecasting (CTF) of each re-entrant period of a wafer lot. First, a two-dimensional (2-D) architecture is designed to transmit the wafer and layer correlations by using wafer and layer connections. Subsequently, aiming to store various error signals caused by the diverse CT data, a multiply memory structure is presented to extend the capacity of constant error carousel (CEC) in the LSTM model. The experiment results indicate that the proposed model outperforms conventional models in the accuracy and stability for the short-term CTF. Further comparative experiments reveal that the 2-D architecture can enhance the prediction accuracy and the multi-CEC structure can improve the forecasting stability for the short-term CTF of wafer lots. © 2005-2012 IEEE.	2018	IEEE Transactions on Industrial Informatics	74
