id	term	label
612	intelligent transportation system | (ITS)	keyword
613	integrated virtualization | (IV)	keyword
614	industrial vehicles | (IVs)	keyword
615	Industrial wireless networks | (IWNs)	keyword
616	Industrial wireless sensor and actuator networks | (IWSANs)	keyword
617	Industrial wireless sensor networks | (IWSN)	keyword
618	Industrial wireless sensor networks | (IWSNs)	keyword
619	Internet of Everything | (IoE)	keyword
620	Internet of Medical Things | (IoMT)	keyword
621	Internet of Things | (IoT)	keyword
622	IoT nonnegative matrix factorization | (IoT-NMF)	keyword
623	Internet of Things | (IoTs)	keyword
624	Internet of Vehicles | (IoV)	keyword
625	isometric feature mapping | (Isomap)	keyword
626	joint high-order orthogonal iterative | (J-HOOI)	keyword
627	Just-in-time learning | (JITL)	keyword
628	joint photographic experts group | (JPEG)	keyword
629	job shop scheduling problems | (JSP)	keyword
630	key compromise impersonation | (KCI)	keyword
631	kernel density estimation | (KDE)	keyword
632	Kalman filters | (KFs)	keyword
633	knowledge graph | (KG)	keyword
634	knowledge graphs | (KGs)	keyword
635	Karush-Kuhn-Tucker | (KKT)	keyword
636	Kullback-Leibler | (KL)	keyword
637	k-nearest neighbor | (KNN)	keyword
638	key performance indicators | (KPIs)	keyword
639	learning-based hill climbing | (L-HC)	keyword
640	longitudinal analysis of composite kernels | (LACK)	keyword
641	low-altitude platforms | (LAPs)	keyword
642	local binary patterns | (LBP)	keyword
643	location based social network embedding | (LBSNE)	keyword
644	location-based social networks | (LBSNs)	keyword
645	liquid crystal | (LC)	keyword
646	learning-based cooperative particle swarm optimization | (LCPSO)	keyword
647	linear discriminant analysis | (LDA)	keyword
648	linear drop outs | (LDOs)	keyword
649	local-differential-privacy-based deep reinforcement learning | (LDP-DRL)	keyword
650	light emitting diode | (LED)	keyword
651	lithium-ion battery | (LIB)	keyword
652	line integral convolution | (LIC)	keyword
653	light detection and ranging | (LIDAR)	keyword
654	latency topology management and TSCH scheduling | (LLTT)	keyword
655	level-one edge devices | (LOEDs)	keyword
656	local outlier factor | (LOF)	keyword
657	location privacy-preserving mechanism based on trajectory obfuscation | (LPMT)	keyword
658	limited preemptive scheduling | (LPS)	keyword
659	Low-power wide-Area networks | (LPWANs)	keyword
660	linear regression | (LR)	keyword
661	least recently used | (LRU)	keyword
662	Load shedding | (LS)	keyword
663	least square support vector machines | (LS-SVM)	keyword
664	load serving entities | (LSEs)	keyword
665	local service pool | (LSP)	keyword
666	lightweight SPE | (LSPE)	keyword
667	learning-based secure routing algorithm | (LSRA)	keyword
668	least square support vector machine Bayesian network decision tree | (LSSVM-BNDT)	keyword
669	long short term memory | (LSTM)	keyword
670	long-term evolution | (LTE)	keyword
671	long term evolution-unlicensed | (LTE-U)	keyword
672	low-voltage | (LV)	keyword
673	low-voltage ride-through | (LVRT)	keyword
674	lithium-ion | (Li-ion)	keyword
675	lightweight break-glass access control | (LiBAC)	keyword
676	local gated recurrent unit | (LocalGRU)	keyword
677	Multiaccess mobile edge computing | (MA-MEC)	keyword
678	maximum amplitude algorithm | (MAA)	keyword
679	medium access control | (MAC)	keyword
680	mean absolute error | (MAE)	keyword
681	Maximum A Posteriori | (MAP)	keyword
682	multivariate adaptive regression splines | (MARS)	keyword
683	multiagent system | (MAS)	keyword
684	multiple algorithm service model | (MASM)	keyword
685	multibranch network | (MBN)	keyword
686	multiconnectivity | (MC)	keyword
687	mobile cognitive ad hoc networks | (MCADNs)	keyword
688	Mobile cloud computing | (MCC)	keyword
689	multi-criteria decision-making | (MCDM)	keyword
690	mild cognitive impaired | (MCI)	keyword
691	Markov chain quasi-Monte-Carlo | (MCQMC)	keyword
692	mobile crowd sensing | (MCS)	keyword
693	motor current signature analysis | (MCSA)	keyword
694	Matrix Completion Problem via TRNM | (MCTRNM)	keyword
695	microcontroller unit | (MCU)	keyword
696	mobile devices | (MD)	keyword
697	monocular depth estimation | (MDE)	keyword
698	medical-assisted diagnosis model as a service | (MDMaaS)	keyword
699	Markov decision process | (MDP)	keyword
700	multiple-strategies differential privacy framework on STF | (MDPSTF)	keyword
701	multihop Delaunay triangulation | (MDT)	keyword
702	mobile devices | (MDs)	keyword
703	mean error | (ME)	keyword
704	multiaccess edge computing | (MEC)	keyword
705	multivector energy distribution systems | (MEDS)	keyword
706	maximum-entropy Markov model | (MEMM)	keyword
707	magnetic flux density | (MFD)	keyword
708	modified-first-fit decreasing | (MFFD)	keyword
709	multifunction robot | (MFR)	keyword
710	microgrid | (MG)	keyword
711	microgrid operator | (MGO)	keyword
712	microgrids | (MGs)	keyword
713	Multihead attention | (MHA)	keyword
714	multihub driven attention network | (MHDANet)	keyword
715	Metropolis-Hastings random walk | (MHRW)	keyword
716	maximum information coefficient | (MIC)	keyword
717	modified independent component analysis | (MICA)	keyword
718	Multilayer Inverted Index | (MII)	keyword
719	mixed integer linear programming | (MILP)	keyword
720	multiple-input multiple-output | (MIMO)	keyword
721	Multiple-input-multiple-output filter bank multicarrier | (MIMO-FBMC)	keyword
722	mixed-integer quadratically constrained programming | (MIQCP)	keyword
723	man-in-the-middle | (MITM)	keyword
724	multiple kernel clustering | (MKC)	keyword
725	multiple knapsack problem | (MKP)	keyword
726	machine learning | (ML)	keyword
727	multilayer extreme learning machine | (ML-ELM)	keyword
728	multilabel one-dimensional (1-D) generation adversarial network | (ML1-D-GAN)	keyword
729	multitask learning deep belief network | (MLDBN)	keyword
730	multilevel inverter | (MLI)	keyword
731	mixed model assembly | (MMA)	keyword
732	mobile marine microgrids | (MMMGs)	keyword
733	modified MPA | (MMPA)	keyword
734	minimum mean square error | (MMSE)	keyword
735	Mobile network operators | (MNOs)	keyword
736	multiobjective evolutionary algorithms | (MOEAs)	keyword
737	multiobjective large-scale optimization problems | (MOLSOPs)	keyword
738	multiobjective predictive control | (MOPC)	keyword
739	multiobject tracking | (MOT)	keyword
740	marine predators algorithm | (MPA)	keyword
741	modified Pareto ant colony optimization | (MPACO)	keyword
742	model predictive control | (MPC)	keyword
743	multiple perspective-cuts outer approximation method | (MPC-OAM)	keyword
744	maximum power point tracking | (MPPT)	keyword
745	multipulse rectifier | (MPR)	keyword
746	multipath transmission control protocol | (MPTCP)	keyword
747	MapReduce-based MDBO | (MR-MDBO)	keyword
748	modified RC | (MRC)	keyword
749	Markov random field | (MRF)	keyword
750	Manta ray foraging optimization | (MRFO)	keyword
751	Manufacturing service | (MS)	keyword
752	manufacturing service composition | (MSC)	keyword
753	mixed sampling scheme | (MSE)	keyword
754	multi-source input neural network | (MSINN)	keyword
755	mechanism | (MSM)	postponed
756	mobile social networks | (MSNs)	keyword
757	multiscale transfer mechanism | (MSTM)	keyword
758	multiscale transfer voting mechanism | (MSTVM)	keyword
759	machine-type communication | (MTC)	keyword
760	multitask-based temporal-channelwise convolutional neural network | (MTCCNN)	keyword
761	moving target defense | (MTD)	keyword
762	multitask learning | (MTL)	keyword
763	map-to-point | (MTP)	keyword
764	multitask policy adversarial learning | (MTPAL)	keyword
765	multitask reinforcement learning | (MTRL)	keyword
766	multiple transfer voting mechanisms | (MTVM)	keyword
767	mobile terminals | (MTs)	keyword
768	modified unsupervised DVAE | (MUDVAE)	keyword
769	macrocell user | (MUE)	keyword
770	momentum update and rank propagation | (MURP)	keyword
771	multiuser searchable encryption | (MUSE)	keyword
772	medium-voltage | (MV)	keyword
773	Multiview video summarization | (MVS)	keyword
774	mobile vehicles | (MVs)	keyword
775	metaheuristic with blockchain based resource allocation technique | (MWBA-RAT)	keyword
776	many-objective | (MaO)	keyword
777	migrating consignment region | (MiCR)	keyword
778	Man-in-the-Middle | (MitM)	keyword
779	neural architecture search | (NAS)	keyword
780	nucleic acid testing | (NAT)	keyword
781	Narrow Band IoT | (NB-IoT)	keyword
782	narrowband interference | (NBI)	keyword
783	Network mobility basic support protocol | (NBSP)	keyword
784	networked control systems | (NCS)	keyword
785	Networked control systems | (NCSs)	keyword
786	nondestructive imaging | (NDI)	keyword
787	Named Data Networking | (NDN)	keyword
788	Nondestructive testing | (NDT)	keyword
789	nondestructive testing and evaluation | (NDT&E)	keyword
790	Network Elephants Learner and anaLYzer | (NELLY)	keyword
791	named entity recognition | (NER)	keyword
792	network function virtualization | (NFV)	keyword
793	network in box | (NIB)	keyword
794	Nonintrusive load monitoring | (NILM)	keyword
795	Near-infrared | (NIR)	keyword
796	nonsingular integral terminal sliding mode | (NITSM)	keyword
797	no input-output direct links and no output bias | (NLNB)	keyword
798	neural network | (NN)	keyword
799	neural network-based model predictive control scheme | (NNMPC)	keyword
800	noncausal optimal control | (NNOC)	keyword
801	nonorthogonal multiple access | (NOMA)	keyword
802	neutral point | (NP)	keyword
803	network power consumption | (NPC)	keyword
804	net present value | (NPV)	keyword
805	Network Simulator 2 | (NS2)	keyword
806	nondominated sorting and bidirectional local search | (NSBLS)	keyword
807	nondominated sorting genetic algorithm-II | (NSGA-II)	keyword
808	NIB task migration method | (NTM)	keyword
809	nonlinear ultrasound | (NU)	keyword
810	not only SQL | (NoSQL)	keyword
811	operations and maintenance | (O&M)	keyword
812	Optical cloud radio access network | (O-CRAN)	keyword
813	on-condition maintenance | (OCM)	keyword
814	open-circuit voltage | (OCV)	keyword
815	offloading decision | (OD)	keyword
816	overall failure index | (OFI)	keyword
817	overhead lines | (OHL)	keyword
818	overlapping and hierarchical social clustering model | (OHSC)	keyword
819	orthogonal multiple access | (OMA)	keyword
820	operating procedure | (OP)	keyword
821	open platform communications | (OPC)	keyword
822	open platform communications unified architecture | (OPC UA)	keyword
823	optimal power flow | (OPF)	keyword
824	operating system | (OS)	keyword
825	optimal small buffer | (OSB)	keyword
826	online service function chain deployment | (OSFCD)	keyword
827	optical scanning holography | (OSH)	keyword
828	one-hop-based social-aware incentive mechanism | (OSIM)	keyword
829	online swarm intelligent programming | (OSIP)	keyword
830	open shortest path first | (OSPF)	keyword
831	optical scanning tilt holography | (OSTH)	keyword
832	power allocation | (PA)	keyword
833	pickup-and-place | (PAP)	keyword
834	policy and action reinforcement learning | (PARL)	keyword
835	preserving bilateral access control scheme with fine granularity | (PBAC-FG)	keyword
836	Position-based services | (PBSs)	keyword
837	Personal computer | (PC)	keyword
838	principal components analysis | (PCA)	keyword
839	printed circuit board assembly | (PCBA)	keyword
840	predictive current control | (PCC)	keyword
841	phase-change memory | (PCM)	keyword
842	proportional conflict redistribution-6 | (PCR6)	keyword
843	proxy cloud service provider | (PCSP)	keyword
844	principal component thermography | (PCT)	keyword
845	position diversity | (PD)	keyword
846	phasor data concentrator | (PDC)	keyword
847	probability density function | (PDF)	keyword
848	permutation disalignment index | (PDI)	keyword
849	privacy-aware deployment method | (PDM)	keyword
850	power distribution network | (PDN)	keyword
851	pooling-based deep neural network | (PDNN)	keyword
852	post-decision state | (PDS)	keyword
853	power delivery vehicle | (PDV)	keyword
854	Pervasive edge computing | (PEC)	keyword
855	privacy-enhanced federated learning | (PEFL)	keyword
856	public-key encryption with keyword search | (PEKS)	keyword
857	polymer electrolyte membrane fuel cell | (PEMFC)	keyword
858	plug-in electric vehicle | (PEV)	keyword
859	plug-in electric vehicles | (PEVs)	keyword
860	power flow distribution | (PFD)	keyword
861	potential failure precursors | (PFPs)	keyword
862	perfect forward secrecy | (PFS)	keyword
863	platoon head | (PH)	keyword
864	plug-in hybrid electric vehicle | (PHEV)	keyword
865	plug-in hybrid EVs | (PHEVs)	keyword
866	pseudo-honeypot game | (PHG)	keyword
867	personal health record | (PHR)	keyword
868	physical layer | (PHY)	keyword
869	Physical layer authentication | (PHY-AUC)	keyword
870	Physical-layer key agreement with User Introduced Randomness | (PHY-UIR)	keyword
871	prediction interval | (PI)	keyword
872	proportional-integral-derivative | (PID)	keyword
873	prediction intervals | (PIs)	keyword
874	pseudoknowledge distillation | (PKD)	keyword
875	public-key infrastructure | (PKI)	keyword
876	programmable logic controller | (PLC)	keyword
877	Programmable logic controllers | (PLCs)	keyword
878	packet loss ratio | (PLR)	keyword
879	previous mobile access gateway | (PMAG)	keyword
880	policy management chaincode | (PMC)	keyword
881	predictive model markup language | (PMML)	keyword
882	Pontryagin's minimum principle | (PMP)	keyword
883	permanent magnet synchronous motor | (PMSM)	keyword
884	permanent magnet synchronous machines | (PMSMs)	keyword
885	permanent magnet temperature | (PMT)	keyword
886	phasor measurement unit | (PMU)	keyword
887	phasor measurement units | (PMUs)	keyword
888	platoon members | (PMs)	keyword
889	pseudonoise | (PN)	keyword
890	proxy NEMO | (PNEMO)	keyword
891	power normalized kernel least mean fourth algorithm based neural network (NN) control | (PNKLMF-NN)	keyword
892	probability of detection | (POD)	keyword
893	points of interests | (POI)	keyword
894	point of interests | (POIs)	keyword
895	probabilistic optimal power flow | (POPF)	keyword
896	privacy-preserving compressive sensing | (PPCS)	keyword
897	photoplethysmography | (PPG)	keyword
898	priority-aware packet transmission scheduling | (PPTS)	keyword
899	power quality | (PQ)	keyword
900	PQ disturbances | (PQD)	keyword
901	PollResponse Chaining | (PRC)	keyword
902	proxy reencryption | (PRE)	keyword
903	Polynomial regression mixture | (PRM)	keyword
904	parallel redundancy protocol | (PRP)	keyword
905	Participatory sensing | (PS)	keyword
906	power spectral density | (PSD)	keyword
907	performance supervised fault detection | (PSFD)	keyword
908	private set intersection | (PSI)	keyword
909	particle swarm optimization | (PSO)	keyword
910	parallel sequence spread spectrum | (PSSS)	keyword
911	pumped storage units | (PSUs)	keyword
912	predictive torque control | (PTC)	keyword
913	preceding target vehicles | (PTVs)	keyword
914	pan-tilt-zoom | (PTZ)	keyword
915	primary user | (PU)	keyword
916	Physically unclonable functions | (PUFs)	keyword
917	primary users | (PUs)	keyword
918	photovoltaic | (PV)	keyword
919	pulse width modulation | (PWM)	keyword
920	predictivemaintenance | (PdM)	keyword
921	priority-driven swapping | (PdS)	keyword
922	Proof of Chance | (PoCh)	keyword
923	Proof of Stake | (PoS)	keyword
924	proof-of-work | (PoW)	keyword
925	quadratic 3-D assignment problem | (Q3AP)	keyword
926	quantitative fault indicator | (QFI)	keyword
927	quantum key GRID for authentication and key agreement | (QKG-AKA)	keyword
928	quasi-oppositional search and rescue optimization | (QO-SRO)	keyword
929	quick response | (QR)	keyword
930	quantile regression neural network | (QRNN)	keyword
931	quasi-resonant switched-capacitor | (QRSC)	keyword
932	QRSC circuit | (QRSCC)	keyword
933	quality of crowdsensing services | (QoCS)	keyword
934	quality of experience | (QoE)	keyword
935	quality of the results | (QoRs)	keyword
936	quality of service | (QoS)	keyword
937	quality of tracking | (QoT)	keyword
938	rate adaptation | (RA)	keyword
939	random sample consensus | (RANSAC)	keyword
940	redactable blockchain | (RB)	keyword
941	regeneration braking energy | (RBE)	keyword
942	radial basis function | (RBF)	keyword
943	radial basis function neural network | (RBFNN)	keyword
944	reference broadcast infrastructure synchronization | (RBIS)	keyword
945	repetitive controller | (RC)	keyword
946	rolling contact fatigue | (RCF)	keyword
947	revocable chameleon hash | (RCH)	keyword
948	regions with convolutional neural networks features | (RCNN)	keyword
949	robotic digital twin | (RDT)	keyword
950	renewable energy | (RE)	keyword
951	rooted elliptic curve cryptography with Vigenère cipher | (RECC-VC)	keyword
952	resource | (RES)	keyword
953	regional energy service provider | (RESP)	keyword
954	Representational state transfer | (REST)	keyword
955	resources | (RESs)	keyword
956	radio frequency | (RF)	keyword
957	Radio frequency identification | (RFID)	keyword
958	red-green-blue | (RGB)	keyword
959	recursive hybrid variable monitoring | (RHVM)	keyword
960	reproducing kernel Hilbert spaces | (RKHSs)	keyword
961	reinforcement learning | (RL)	keyword
962	residual learning diagnosis detection | (RLDD)	keyword
963	reusable launch vehicles | (RLVs)	keyword
964	robust model predictive control | (RMPC)	keyword
965	root mean square | (RMS)	keyword
966	root mean squared error | (RMSE)	keyword
967	robust multiview prototype | (RMVP)	keyword
968	recurrent neural network | (RNN)	keyword
969	relay nodes | (RNs)	keyword
970	region of interest | (ROI)	keyword
971	random oracle model | (ROM)	keyword
972	Range-Pulse | (RP)	keyword
973	reactive power injection | (RPI)	keyword
974	rewritable Petri nets | (RPNs)	keyword
975	Raspberry Pi | (RPi)	keyword
976	remote radio heads | (RRHs)	keyword
977	random subspace | (RS)	keyword
978	retrieval and storage-based indexing framework | (RSIF)	keyword
979	relay-based social-aware incentive mechanism | (RSIM)	keyword
980	rate selection for industrial networks | (RSIN)	keyword
981	recommended spare parts lists | (RSPLs)	keyword
982	received signal strength | (RSS)	keyword
983	received signal strength indicator | (RSSI)	keyword
984	roadside units | (RSUs)	keyword
985	random tree | (RT)	keyword
986	real-time application interface for Linux | (RTAI)	keyword
987	real-time big data gathering | (RTBDG)	keyword
988	real-time deterministic scheduling | (RTDS)	keyword
989	real-time Ethernet | (RTE)	keyword
990	residential unit | (RU)	keyword
991	remaining useful life | (RUL)	keyword
992	random vector functional-link network | (RVFL)	keyword
993	refrigerated vehicle’s | (RV’s)	keyword
994	random Fourier feature | (RffAe)	keyword
995	regions of interest | (RoIs)	keyword
996	spherical FWZIC | (S-FWZIC)	keyword
997	semi-Markov switching systems | (S-MSSs)	keyword
998	subchannel assignment | (SA)	keyword
999	server-aided ABS with revocation | (SA-ABSR)	keyword
1000	self-attention-based bidirectional long short term memory | (SA-BiLSTM)	keyword
1001	sample average approximation | (SAA)	keyword
1002	selected allocation codebook | (SAC)	keyword
1003	sparse autoencoder | (SAE)	keyword
1004	stacked autoencoders | (SAEs)	keyword
1005	supervised aggregative feature extraction | (SAFE)	keyword
1006	seamless authentication protocol | (SAP)	keyword
1007	strategy based on the Particle Swarm algorithm | (SAPS)	keyword
1008	successive approximation register | (SAR)	keyword
1009	satisfiability | (SAT)	keyword
1010	social-based localization algorithm | (SBL)	keyword
1011	small base stations | (SBSs)	keyword
1012	smart collaborative automation | (SCA)	keyword
1013	supervisory control and data acquisition | (SCADA)	keyword
1014	subtractive clustering method | (SCM)	keyword
1015	sensor-cloud system | (SCS)	keyword
1016	Space Clustering Model via TRNM | (SCTRNM)	keyword
1017	security constraint unit commitment | (SCUC)	keyword
1018	satisfaction degree | (SD)	keyword
1019	stacked denoising autoencoder | (SDAE)	keyword
1020	Surface defect classification | (SDC)	keyword
1021	software-defined data center networks | (SDDCNs)	keyword
1022	standard deviation of the error | (SDE)	keyword
1023	software-defined industrial networks | (SDIN)	keyword
1024	software-defined networking | (SDN)	keyword
1025	semantic-driven subtractive clustering method | (SDSCM)	keyword
1026	sparse DSN | (SDSN)	keyword
1027	small disturbance stability region | (SDSR)	keyword
1028	supervised DVAE | (SDVAE)	keyword
1029	software defined wide area network | (SDWAN)	keyword
1030	sequential Nash equilibrium | (SE)	keyword
1031	solar energy conversion system | (SECS)	keyword
1032	sequential ensemble noise filter | (SENF)	keyword
1033	spreading factor | (SF)	keyword
1034	service function chain | (SFC)	keyword
1035	service function chains | (SFCs)	keyword
1036	self-feedback incremental fuzzy neural network | (SFIFN)	keyword
1037	surface forwarding pattern | (SFP)	keyword
1038	smart grid | (SG)	keyword
1039	stochastic gradient descent | (SGD)	keyword
1040	smart grids | (SGs)	keyword
1041	stack hybrid autoencoders | (SHAEs)	keyword
1042	selective harmonic elimination pulsewidth modulation | (SHEPWM)	keyword
1043	structural health monitoring | (SHM)	keyword
1044	Swarm Intelligence | (SI)	keyword
1045	self-imitation learning | (SIL)	keyword
1046	Social Internet of Things | (SIoT)	keyword
1047	service-level agreement | (SLA)	keyword
1048	service-level agreements | (SLAs)	keyword
1049	social learning evolution | (SLE)	keyword
1050	spatial light modulators | (SLMs)	keyword
1051	source-location privacy | (SLP)	keyword
1052	Simulink/Stateflow | (SLSF)	keyword
1053	SRv6-based multidomain integrated architecture | (SMA)	keyword
1054	sliding-mode control | (SMC)	keyword
1055	spatially multidifferential CNN | (SMCNN)	keyword
1056	smart microgrid | (SMG)	keyword
1057	simultaneous molecular information and energy transfer | (SMIET)	keyword
1058	stochastic model predictive controller | (SMPC)	keyword
1059	support multimode tensor machine | (SMTM)	keyword
1060	smart meters | (SMs)	keyword
1061	social network | (SN)	keyword
1062	signal-to-noise ratio | (SNR)	keyword
1063	SMA node trusted set | (SNTS)	keyword
1064	sensor nodes | (SNs)	keyword
1065	service-oriented architecture | (SOA)	keyword
1066	state-of-charge | (SOC)	keyword
1067	Salient object detection | (SOD)	keyword
1068	service offloading | (SOL)	keyword
1069	soft open point | (SOP)	keyword
1070	service-oriented SystemJ | (SOSJ)	keyword
1071	single port access surgery | (SPAS)	keyword
1072	sparse principal component thermography | (SPCT)	keyword
1073	secure and auditable private data sharing | (SPDS)	keyword
1074	Searchable public-key encryption | (SPE)	keyword
1075	single point of failure | (SPOF)	keyword
1076	spatial pyramid pooling network | (SPP-Net)	keyword
1077	service popularity-based smart resources partitioning | (SPSRP)	keyword
1078	solar photovoltaic | (SPV)	keyword
1079	self-redactable blockchain | (SRB)	keyword
1080	secure random key distribution | (SRKD)	keyword
1081	storage room overhead | (SRO)	keyword
1082	Stream Reservation Protocol | (SRP)	keyword
1083	series | (SS)	postponed
1084	salp swarm algorithm | (SSA)	keyword
1085	sparse autoencoder | (SSAE)	keyword
1086	slot scheduling and data transmission | (SSDT)	keyword
1087	Shanghai stock price index | (SSI)	keyword
1088	sockets layer/transport layer security | (SSL/TLS)	keyword
1089	simplified swarm optimization | (SSO)	keyword
1090	specified sliding surface | (SSS)	keyword
1091	sparse variational autoencoder | (SSVAE)	keyword
1092	spatio-temporal | (ST)	keyword
1093	spatiotemporal decomposition agent | (STDA)	keyword
1094	sparse tensor factorization | (STF)	keyword
1095	Short-term load forecasting | (STLF)	keyword
1096	support tensor machine | (STM)	keyword
1097	spatio-temporal multigraph convolutional network | (STMGCN)	keyword
1098	self-Triggered sampling | (STS)	keyword
1099	system for distributed multi-cloud storage | (STSM)	keyword
1100	speeded-up robust features | (SURF)	keyword
1101	secondary users | (SUs)	keyword
1102	surface vehicle | (SV)	keyword
1103	support vector machine | (SVM)	keyword
1104	support vector regression | (SVR)	keyword
1105	short-term voltage stability | (SVS)	keyword
1106	sine-wave | (SW)	keyword
1107	Solar water heating | (SWH)	keyword
1108	Simultaneous wireless information and power transfer | (SWIPT)	keyword
1109	Semantic Web Rule Language | (SWRL)	keyword
1110	Significant Permission IDentification | (SigPID)	keyword
1111	state-of-charge | (SoC)	keyword
1112	state-of-health | (SoH)	keyword
1113	social recommendations | (SoR)	keyword
1114	Social linked data | (Solid)	keyword
1115	span flat-lattice transformer | (Span-FLAT)	keyword
1116	Sport facility Visual analysis system | (SpoVis)	keyword
1117	systems modeling language | (SysML)	keyword
1118	Type 2 diabetes mellitus | (T2DM)	keyword
1119	torque-sensing-based admittance controller | (TAC)	keyword
1120	trigger-action programming | (TAP)	keyword
1121	transmit antenna selection | (TAS)	keyword
1122	time average transmission success ratio | (TATSR)	keyword
1123	trust-based active detection | (TBAD)	keyword
1124	total cost | (TC)	keyword
1125	threshold chameleon hash | (TCH)	keyword
1126	transmission control protocol | (TCP)	keyword
1127	thermal discomfort | (TD)	keyword
1128	time division multiple access | (TDMA)	keyword
1129	time difference of arrival | (TDOA)	keyword
1130	terminal devices | (TDs)	keyword
1131	transfer feature | (TF)	keyword
1132	transient fault signature | (TFS)	keyword
1133	Task Group | (TG)	keyword
1134	total harmonic distortion | (THD)	keyword
1135	terahertz time-domain spectroscopy | (THz-TDS)	keyword
1136	topology identification | (TI)	keyword
1137	Taylor-Kalman-Fourier filter | (TKF)	keyword
1138	teaching-learning-based optimization algorithm | (TLBO)	keyword
1139	three-level framework based on improved back propagation | (TLBP)	keyword
1140	time-varying multiple linear model | (TMLM)	keyword
1141	temporally multidifferential LSTM | (TMLSTM)	keyword
1142	transfer multiobjective optimization algorithm | (TMOOA)	keyword
1143	try-once-discard | (TOD)	keyword
1144	transmission power | (TP)	keyword
1145	transition probability matrix | (TPM)	keyword
1146	three-phase optimal power flow | (TPOPF)	keyword
1147	true positive rate | (TPR)	keyword
1148	trip quality measurement system | (TQMS)	keyword
1149	truncated reweighting norm minimization | (TRNM)	keyword
1150	tendon-sheath | (TS)	keyword
1151	time-slotted channel hopping | (TSCH)	keyword
1152	transfer learning-based secure data fusion strategy | (TSDF)	keyword
1153	time series forecasting | (TSF)	keyword
1154	task scheduling in fog computing | (TSFC)	keyword
1155	time-sensitive networking | (TSN)	keyword
1156	Transmission System Operator | (TSO)	keyword
1157	trust-based security system | (TSS)	keyword
1158	time-sensitive software-defined network | (TSSDN)	keyword
1159	twin support regression vector machine | (TSVR)	keyword
1160	travel time estimation | (TTE)	keyword
1161	time-to-failure | (TTF)	keyword
1162	trusted third party | (TTP)	keyword
1163	total variation | (TV)	keyword
1164	technical virtual power plant | (TVPP)	keyword
1165	time-weighted dot product | (TWDP)	keyword
1166	thermal-wave radar | (TWR)	keyword
1167	Tensorial Memetic Algorithm | (TeMA)	keyword
1168	time-of-arrival | (ToA)	keyword
1169	topology and multidimensional scaling method | (Topo-MDS)	keyword
1170	Unified Architecture | (UA)	keyword
1171	underwater acoustic sensor network | (UASN)	keyword
1172	underwater acoustic sensor networks | (UASNs)	keyword
1173	unmanned aerial vehicles | (UAV)	keyword
1174	unmanned aerial vehicles | (UAVs)	keyword
1175	utility center | (UC)	keyword
1176	University of California, Los Angeles | (UCLA)	keyword
1177	UC Merced dataset | (UCM)	keyword
1178	ultracapacitors | (UCs)	keyword
1179	user equipments | (UEs)	keyword
1180	unbiased finite-impulse response | (UFIR)	keyword
1181	ultra high frequency | (UHF)	keyword
1182	unequal interval | (UI)	keyword
1183	unequal interval with equal duration | (UIED)	keyword
1184	unscented Kalman filter | (UKF)	keyword
1185	unified modeling language | (UML)	keyword
1186	unmanned mobile machines | (UMMs)	keyword
1187	unity power factor | (UPF)	keyword
1188	ultra-reliable and low-latency communication | (URLLC)	keyword
1189	ultrasound | (US)	keyword
1190	unbundled smart meter | (USM)	keyword
1191	unmanned surface vehicle | (USV)	keyword
1192	unscented transform | (UT)	keyword
1193	variational autoencoder | (VAE)	keyword
1194	vehicular ad-hoc networks | (VANETs)	keyword
1195	Virtually coupled train sets | (VCTS)	keyword
1196	Verifiable data streaming | (VDS)	keyword
1197	Vehicular energy network | (VEN)	keyword
1198	variational graph recurrent attention neural networks | (VGRAN)	keyword
1199	visible impact damage | (VID)	keyword
1200	Virtual Layer 2 | (VL2)	keyword
1201	variational long short-term memory | (VLSTM)	keyword
1202	Virtual metrology | (VM)	keyword
1203	virtual machines | (VMs)	keyword
1204	virtual network embedding | (VNE)	keyword
1205	virtual networks | (VNs)	keyword
1206	virtual power plant | (VPP)	keyword
1207	voltage regulator | (VR)	keyword
1208	video summarization | (VS)	keyword
1209	voltage source converter | (VSC)	keyword
1210	voltage source converters | (VSCs)	keyword
1211	variable speed heat pump | (VSHP)	keyword
1212	vehicular social networks | (VSNs)	keyword
1213	vibrothermography | (VT)	keyword
1214	voltage unbalance | (VU)	keyword
1215	VU compensation schedule | (VU-CS)	keyword
1216	variable-wise weighted stacked autoencoder | (VW-SAE)	keyword
1217	water distribution system operators | (W-DSOs)	keyword
1218	wide-area controller | (WAC)	keyword
1219	wide-attention and deep-composite | (WADC)	keyword
1220	wide-area measurement | (WAM)	keyword
1221	wide-area monitoring and control systems | (WAMCS)	keyword
1222	wide-area measurement system | (WAMS)	keyword
1223	wide area measurement systems | (WAMSs)	keyword
1224	weighted anisotropic nonlocal structure tensor | (WANST)	keyword
1225	wireless body area networks | (WBAN)	keyword
1226	wireless body area networks | (WBANs)	keyword
1227	wireless body sensor networks | (WBSNs)	keyword
1228	WPD-CNN-LSTM | (WCL)	keyword
1229	water distribution system | (WDS)	keyword
1230	water distribution systems | (WDSs)	keyword
1231	wave energy converters | (WECs)	keyword
1232	wireless energy harvesting | (WEH)	keyword
1233	wind farms | (WFs)	keyword
1234	wireless local area network | (WLAN)	keyword
1235	Wireless LANs | (WLANs)	keyword
1236	wireless mesh sensor networks | (WMNs)	keyword
